epoch,layer_index,layer_name,parameter_scope,mean_pre_update_norm,mean_update_norm,mean_ratio,rms_ratio,maximum_ratio,last_ratio,near_zero_denominator_steps,optimizer_steps,epsilon
1,0,"Conv2DLayer(1,8,5, stride=5, padding=0)","all",1.4546770089017389,0.010538862254653187,0.0072428410585911318,0.0073724945457227416,0.0098922607316640817,0.0058334364039919978,0,6,9.9999999999999998e-13
1,0,"Conv2DLayer(1,8,5, stride=5, padding=0)","weights",1.4546661321857386,0.010293732622463664,0.0070743681057595384,0.0072060667291461138,0.0097001597060701085,0.0056578434233032779,0,6,9.9999999999999998e-13
1,0,"Conv2DLayer(1,8,5, stride=5, padding=0)","biases",0.0047482820040953009,0.0022498954582955187,471404502.39719146,1154700492.4059596,2828427012.1350832,0.22249760709306413,1,6,9.9999999999999998e-13
1,4,"DenseLayer( 7202,128 )","all",15.937026618553737,0.51345566799230435,0.032263890722520512,0.035450579671599522,0.060529617915897484,0.01842039875812396,0,6,9.9999999999999998e-13
1,4,"DenseLayer( 7202,128 )","weights",15.937015103567076,0.51341778674592198,0.032261526775298879,0.035447984927433215,0.060525413859855298,0.018419098446350746,0,6,9.9999999999999998e-13
1,4,"DenseLayer( 7202,128 )","biases",0.016894817761329228,0.006232846547537042,1885612081.5062604,4618787451.8738441,11313672487.460632,0.13094099679753013,1,6,9.9999999999999998e-13
1,6,"DenseLayer( 128,64 )","all",9.1441493436721313,0.049248693630544495,0.0053850984277252177,0.0059087207975832817,0.0099324385868259455,0.0032845151436750849,0,6,9.9999999999999998e-13
1,6,"DenseLayer( 128,64 )","weights",9.1441415787793581,0.049069706290901585,0.005365531396029492,0.0058862392304730067,0.0098938627792888763,0.0032750490041738127,0,6,9.9999999999999998e-13
1,6,"DenseLayer( 128,64 )","biases",0.010662231324624986,0.0041778637438858292,1333324663.6975458,3265965086.8896422,7999947980.6241503,0.14505723544476612,1,6,9.9999999999999998e-13
1,8,"DenseLayer( 64,1 )","all",1.2103550186043193,0.0045627891956169864,0.0037684611395849095,0.0040652574475738652,0.006655790042664346,0.0028053697265605733,0,6,9.9999999999999998e-13
1,8,"DenseLayer( 64,1 )","weights",1.2103538161308287,0.0045299070148200312,0.0037413013919245677,0.0040349135212746131,0.0066043931470706309,0.0027712576126492964,0,6,9.9999999999999998e-13
1,8,"DenseLayer( 64,1 )","biases",0.0015080941181319456,0.00049464098022629821,166666655.40607491,408248262.32826018,999999931.08212948,0.21673259209168796,1,6,9.9999999999999998e-13
2,0,"Conv2DLayer(1,8,5, stride=5, padding=0)","all",1.4475497089588882,0.0069867354209125834,0.004826023922342498,0.0048554197954452727,0.0053647938183623194,0.0038979226310978722,0,6,9.9999999999999998e-13
2,0,"Conv2DLayer(1,8,5, stride=5, padding=0)","weights",1.4474703835911655,0.0068415775940607691,0.0047260172557971047,0.0047545573329007568,0.00522280202777862,0.0038081308863457666,0,6,9.9999999999999998e-13
2,0,"Conv2DLayer(1,8,5, stride=5, padding=0)","biases",0.014963984341060166,0.0014120339228870134,0.09933700264796741,0.10441565248544107,0.15832153834253881,0.066064545717862674,0,6,9.9999999999999998e-13
2,4,"DenseLayer( 7202,128 )","all",16.129873758386719,0.18539260818473891,0.011500470046039863,0.011703826725667445,0.015077363657769932,0.0087161103491185821,0,6,9.9999999999999998e-13
2,4,"DenseLayer( 7202,128 )","weights",16.129836420841169,0.18537876511111051,0.011499637057238554,0.011702980567619295,0.015076329779504136,0.008715554792107269,0,6,9.9999999999999998e-13
2,4,"DenseLayer( 7202,128 )","biases",0.034560179780027928,0.002263943299653709,0.067245436031645331,0.069726861159076226,0.097368104211517509,0.041706475252619182,0,6,9.9999999999999998e-13
2,6,"DenseLayer( 128,64 )","all",9.137171392907991,0.018901692904279722,0.0020686181994110566,0.0020968684305261204,0.0023941040693402894,0.0014676228479868195,0,6,9.9999999999999998e-13
2,6,"DenseLayer( 128,64 )","weights",9.1371497251343392,0.018846946095004702,0.0020626314782847691,0.0020907716278520359,0.0023871578990952817,0.0014637330021545648,0,6,9.9999999999999998e-13
2,6,"DenseLayer( 128,64 )","biases",0.019846723046408554,0.0014373460599486348,0.073535662131691243,0.075504879967406291,0.09561261517738201,0.044824429946086,0,6,9.9999999999999998e-13
2,8,"DenseLayer( 64,1 )","all",1.2053623673548748,0.0017496028604808206,0.0014512882564010892,0.001480532162672988,0.0017432204138582656,0.0009686982919746318,0,6,9.9999999999999998e-13
2,8,"DenseLayer( 64,1 )","weights",1.2053583484754979,0.0017433524046684284,0.0014461120702722353,0.0014748343599077589,0.0017395069467687635,0.00096618600903086488,0,6,9.9999999999999998e-13
2,8,"DenseLayer( 64,1 )","biases",0.003109514364041388,0.00012684729881584644,0.041303884306702086,0.051701292177198106,0.10414131891080461,0.028337516490903842,0,6,9.9999999999999998e-13
3,0,"Conv2DLayer(1,8,5, stride=5, padding=0)","all",1.4434794115308187,0.0032286911947871783,0.0022364670488168531,0.0023279067520078525,0.0034005400866735833,0.0017476616664601052,0,6,9.9999999999999998e-13
3,0,"Conv2DLayer(1,8,5, stride=5, padding=0)","weights",1.4433102542378333,0.0030815107277018085,0.0021347479967542284,0.0022292567942042612,0.0032995928385841705,0.0016768311694627836,0,6,9.9999999999999998e-13
3,0,"Conv2DLayer(1,8,5, stride=5, padding=0)","biases",0.022033184981965277,0.00095376811348853001,0.044149256667216162,0.045571979461257232,0.061295567690531072,0.029284553826322994,0,6,9.9999999999999998e-13
3,4,"DenseLayer( 7202,128 )","all",16.278825853783609,0.12774437862792645,0.0078491721578643463,0.007901815195307197,0.0089743614987169273,0.0068037877683836201,0,6,9.9999999999999998e-13
3,4,"DenseLayer( 7202,128 )","weights",16.278768205641118,0.12773789235525002,0.0078488010812200054,0.0079014374347021951,0.0089739128302932843,0.0068035226461058132,0,6,9.9999999999999998e-13
3,4,"DenseLayer( 7202,128 )","biases",0.043290104081752281,0.0012857278173045482,0.029944081277311102,0.030534260775035422,0.03843823741143354,0.022498071743421798,0,6,9.9999999999999998e-13
3,6,"DenseLayer( 128,64 )","all",9.1340166612338614,0.012287546691131995,0.00134524232443075,0.0013654312957968942,0.0016454354913064862,0.0010645619584776387,0,6,9.9999999999999998e-13
3,6,"DenseLayer( 128,64 )","weights",9.1339833813049367,0.012253229219627123,0.0013414900485177051,0.0013616140672300543,0.0016407194230007366,0.0010615744045260373,0,6,9.9999999999999998e-13
3,6,"DenseLayer( 128,64 )","biases",0.024622208679560723,0.0009176334988412379,0.037693586992372234,0.038651509780888625,0.048486570649591984,0.027657244711159323,0,6,9.9999999999999998e-13
3,8,"DenseLayer( 64,1 )","all",1.2019960791294204,0.0012939701699368851,0.0010764433114342435,0.0011005679110995387,0.0013925725404352162,0.00081479860601742346,0,6,9.9999999999999998e-13
3,8,"DenseLayer( 64,1 )","weights",1.2019909643619708,0.0012859535603458188,0.0010697800528765031,0.0010930170070629409,0.0013792764274527505,0.00081360817886732856,0,6,9.9999999999999998e-13
3,8,"DenseLayer( 64,1 )","biases",0.003495306009426713,0.00013301766011863947,0.039845739506901241,0.047127911751685958,0.07144846352089293,0.013973651808024075,0,6,9.9999999999999998e-13
4,0,"Conv2DLayer(1,8,5, stride=5, padding=0)","all",1.4415185578592211,0.003268950557240676,0.0022677030713889722,0.0022767012895716205,0.0025043456251770085,0.0019674815528813562,0,6,9.9999999999999998e-13
4,0,"Conv2DLayer(1,8,5, stride=5, padding=0)","weights",1.4412733532785227,0.0031900024255162398,0.002213309939806805,0.0022227175185298826,0.0024489323358837228,0.0019063869802452579,0,6,9.9999999999999998e-13
4,0,"Conv2DLayer(1,8,5, stride=5, padding=0)","biases",0.026562952901859681,0.00071199577954739223,0.02681588777991523,0.026836441016642627,0.028243814503628936,0.024874584783936497,0,6,9.9999999999999998e-13
4,4,"DenseLayer( 7202,128 )","all",16.379970011763639,0.087983483754142638,0.0053718207286748186,0.0054084709358266847,0.0065310739688074302,0.0054333588259266622,0,6,9.9999999999999998e-13
4,4,"DenseLayer( 7202,128 )","weights",16.379899231757168,0.087980025527404387,0.0053716327114086623,0.0054082816947955189,0.0065308267737538596,0.0054332118694914696,0,6,9.9999999999999998e-13
4,4,"DenseLayer( 7202,128 )","biases",0.048143443045910124,0.00077817074876839279,0.016211973854968753,0.01640436968955394,0.021005904758453743,0.014303448523457534,0,6,9.9999999999999998e-13
4,6,"DenseLayer( 128,64 )","all",9.1326851336563664,0.0077826226932460659,0.00085217028256466727,0.00086026546923825581,0.0010541822401118335,0.00088532851264089578,0,6,9.9999999999999998e-13
4,6,"DenseLayer( 128,64 )","weights",9.1326436394605484,0.0077626239150273358,0.00084998434504662487,0.00085802772630871361,0.0010511336542527931,0.00088292326157085274,0,6,9.9999999999999998e-13
4,6,"DenseLayer( 128,64 )","biases",0.027524463890737073,0.00055662820669839731,0.020260955859123748,0.020674254657750579,0.027393654251822563,0.021012514890442997,0,6,9.9999999999999998e-13
4,8,"DenseLayer( 64,1 )","all",1.2003866006084558,0.00083444402660622736,0.00069515606246582401,0.00070412708646791131,0.00082121385774744534,0.00079923568076499204,0,6,9.9999999999999998e-13
4,8,"DenseLayer( 64,1 )","weights",1.2003810361659477,0.00083004271039654792,0.00069149180076444371,0.00070018318514077137,0.00081795265945729058,0.00079134182173281687,0,6,9.9999999999999998e-13
4,8,"DenseLayer( 64,1 )","biases",0.0036543311240772405,7.9901772551238537e-05,0.021727440060745094,0.024218663372569772,0.035857462393727071,0.035857462393727071,0,6,9.9999999999999998e-13
5,0,"Conv2DLayer(1,8,5, stride=5, padding=0)","all",1.4397709725634948,0.0012953154130335236,0.00089961704280953436,0.00094886912764655031,0.0015000705470213315,0.00060949456479071119,0,6,9.9999999999999998e-13
5,0,"Conv2DLayer(1,8,5, stride=5, padding=0)","weights",1.4394543672232512,0.0012087791915839107,0.00083969515696736413,0.00089110604866813616,0.0014385689524184894,0.00056122248419294529,0,6,9.9999999999999998e-13
5,0,"Conv2DLayer(1,8,5, stride=5, padding=0)","biases",0.030182201030993797,0.00046096520847688037,0.015362573466854998,0.015754231355755315,0.021209995049156737,0.010979232755010469,0,6,9.9999999999999998e-13
5,4,"DenseLayer( 7202,128 )","all",16.441216812907328,0.057432391942697079,0.0034932415418083957,0.0035196292616176579,0.0041571128929192751,0.003326426308228928,0,6,9.9999999999999998e-13
5,4,"DenseLayer( 7202,128 )","weights",16.441137914119061,0.057430040502748178,0.0034931152783998871,0.0035195031646922115,0.0041569816414813313,0.003326305915149267,0,6,9.9999999999999998e-13
5,4,"DenseLayer( 7202,128 )","biases",0.050932021220178272,0.00051938073167058713,0.010199388710779474,0.010244110055783297,0.011615803532788049,0.0095955931261590671,0,6,9.9999999999999998e-13
5,6,"DenseLayer( 128,64 )","all",9.1315730480148467,0.0053499202885416656,0.00058587054192876223,0.0005922427790635746,0.00070333207043539632,0.00058229363122814018,0,6,9.9999999999999998e-13
5,6,"DenseLayer( 128,64 )","weights",9.1315259032775113,0.005334373318987163,0.00058417100423367382,0.00059051442116620292,0.00070141169318871063,0.00058045338001058862,0,6,9.9999999999999998e-13
5,6,"DenseLayer( 128,64 )","biases",0.029340951367539819,0.00040715268870458954,0.013874476426422724,0.014080621687059234,0.016516990918787371,0.014218145054569751,0,6,9.9999999999999998e-13
5,8,"DenseLayer( 64,1 )","all",1.198792730045326,0.00058134343019269831,0.00048494017532262865,0.0004948265319464594,0.00061200829506372122,0.00050152107464713775,0,6,9.9999999999999998e-13
5,8,"DenseLayer( 64,1 )","weights",1.1987862086764465,0.00057736791604466738,0.00048162660509511532,0.00049124073322568448,0.00060578975174927906,0.00049765053729316003,0,6,9.9999999999999998e-13
5,8,"DenseLayer( 64,1 )","biases",0.0039536576174820466,6.587454117834568e-05,0.016750372815689595,0.018189247124160708,0.026877126865304784,0.019313405284774161,0,6,9.9999999999999998e-13
6,0,"Conv2DLayer(1,8,5, stride=5, padding=0)","all",1.4390332661822951,0.0013882263369413613,0.00096472060808818329,0.00097986769202736677,0.0011556352802291471,0.0010402188239688624,0,6,9.9999999999999998e-13
6,0,"Conv2DLayer(1,8,5, stride=5, padding=0)","weights",1.4386672781221175,0.0013325493135932778,0.00092626821804407851,0.00094279215627030802,0.001121652845754655,0.0010109167109035046,0,6,9.9999999999999998e-13
